coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
2442,11,F,2014,BS,Advertising & Public Relations,35,1
2443,5,F,2013,BA,English Language and Lit,50,1
2444,2,F,2014,BA,Broadcasting,5,1
2445,7,F,2014,BA,French,8,1
2446,15,F,2014,BS,Biomedical Sciences,50,1
2447,3,F,2013,BA,International Relations,5,1
2448,3,F,2014,BA,Classical Tradition,3,1
2449,15,F,2013,BA,Mathematics,50,1
2450,11,F,2013,BS,Biomedical Sciences,20,1
2451,11,M,2012,BS,Political Science,50,1
2452,3,F,2014,BS,Natural Resource Management,5,1
2453,2,F,2014,BA,Public and Nonprofit Admin,10,1
2454,3,M,2014,BBA,Finance,50,1
2455,8,F,2011,BA,English Language and Literature,20,1
2456,7,F,2014,BBA,Marketing,5,1
2457,8,F,2014,BBA,International Business,25,1
2458,2,F,2013,BS,Mathematics,20,1
2459,3,F,2014,BS,Biomedical Sciences,3,1
2460,3,M,2014,BA,Mathematics,10,1
2461,5,F,2014,BA,Music,25,1
2462,3,M,2012,BS,Allied Health Sciences,25,1
2463,4,F,2013,PBCE,NA,25,1
2464,4,F,2014,BS,Psychology,25,1
2465,16,M,2011,BA,Communication Studies,20,1
2466,11,F,2011,BS,Advertising & Public Relations,200,1
2467,9,F,2012,MS,Communications,50,1
2468,13,M,2012,BSN,Nursing,500,1
2469,19,M,2012,PRCE,Sustainable City & Regnl Plan,10,1
2470,10,F,2011,BME,Music,300,1
2471,9,F,2011,BS,Radiation Therapy,30,1
2472,2,M,2011,BS,Health Professions,50,1
2473,9,M,2011,MSA,Accounting,5e3,1
2474,3,F,2011,MBA,Business General,100,1
2475,16,F,2011,BBA,Marketing,10,1
2476,3,F,2011,BS,Psychology,25,1
2477,5,M,2011,BS,Physical Education,25,1
2478,3,F,2011,BBA,Management,50,1
2479,1,F,2011,MSW,Social Work,1,1
2480,5,F,2012,BS,Exercise Science,25,1
2481,12,F,2012,BSN,Nursing,150,1
2482,8,F,2012,BA,English Language and Literature,20,1
2483,4,M,2014,BME,Music,5,1
2484,7,F,2013,MED,Higher Education,5,1
2485,2,F,2012,MPAS,Physician Assistant Studies,10,1
2486,5,F,2012,BS,Psychology,615,1
2487,2,F,2014,BSW,Social Work,3,1
2488,5,F,2011,BS,Geology,50,1
2489,4,M,2011,MBA,Business General,20,1
2490,2,F,2011,BS,Liberal Studies,50,1
2491,9,M,2014,BS,Physical Education,5,1
2492,2,F,2011,BBA,Marketing,9,1
2493,5,F,2011,BA,Spanish,25,1
2494,2,F,2011,BS,Athletic Training,5,1
2495,2,M,2011,BS,Hospitality Tourism Mgt,150,1
2496,9,M,2011,BS,Hospitality Tourism Mgt,50,1
2497,1,M,2012,BS,Computer Science,10,1
2498,4,F,2011,BS,Biology,10,1
2499,1,M,2013,BS,GRO Social Studies,5,1
2500,6,F,2011,BS,Health Communication,70,1
2501,2,F,2012,BS,Natural Resource Management,20,1
2502,9,F,2013,BA,English Language and Lit,25,1
2503,7,M,2012,BS,Information Systems,25,1
2504,2,F,2012,BA,Photography,20,1
2505,7,F,2012,BS,History,10,1
2506,2,M,2012,BS,Integrated Science,25,1
2507,4,F,2012,BS,Psychology,50,1
2508,10,M,2012,BBA,Finance,85,1
2509,2,M,2012,BS,Sociology,20,1
2510,9,F,2013,BA,Public Administration,50,1
2511,3,M,2012,BBA,Business Economics,85,1
2512,40,F,2013,MST,Taxation,50,1
2513,10,F,2012,BS,Advertising & Public Relations,20,1
2514,2,F,2011,BS,Political Science,30,1
2515,8,F,2011,BS,Health Science,15,1
2516,1,M,2011,MPA,Public Administration,20,1
2517,2,M,2014,BSE,Engineering,5,1
2518,7,M,2012,BS,Physical Education,1,1
2519,7,M,2012,BA,English Language and Literature,5,1
2520,4,F,2012,BS,Allied Health Sciences,25,1
2521,4,M,2012,BBA,Finance,70,1
2522,4,M,2012,BA,Political Science,20,1
2523,2,M,2013,BS,Physical Education,20,1
2524,5,F,2012,BS,Hospitality Tourism Mgt,5,1
2525,5,F,2012,BS,Exercise Science,100,1
2526,3,F,2012,BS,Hospitality Tourism Mgt,100,1
2527,5,M,2013,BA,GRO Social Studies,100,1
2528,16,F,2012,BBA,Marketing,40,1
2529,6,F,2012,BA,Dance,30,1
2530,2,M,2012,BBA,Accounting,20,1
2531,1,M,2012,BS,Mathematics,15,1
2532,2,M,2012,BBA,Finance,20,1
2533,5,F,2012,BFA,Art,25,1
2534,10,F,2014,BS,Biology,10,1
2535,7,M,2013,MED,Higher Education,25,1
2536,2,M,2012,BA,International Relations,25,1
2537,4,M,2012,BA,Film and Video,25,1
2538,2,M,2012,MSA,Accounting,10,1
2539,6,F,2013,BSN,Nursing,25,1
2540,1,M,2013,BS,Biology,5,1
2541,20,F,2014,MPA,Public Administration,280,1
2542,2,M,2012,MSA,Accounting,10,1
2543,5,F,2012,BS,Liberal Studies,200,1
2544,3,F,2012,BS,Psychology,5,1
2545,1,F,2012,BA,Communication Studies,50,1
2546,2,F,2012,BA,English Language and Literature,10,1
2547,2,F,2012,MPA,Public Administration,2,1
2548,4,M,2012,BBA,Accounting,50,1
2549,7,M,2012,MPA,Public Administration,12,1
2550,2,F,2012,MED,Higher Education,25,1
2551,6,F,2013,BBA,Marketing,25,1
2552,5,F,2013,BA,Public and Nonprofit Admin,25,1
2553,2,F,2014,BS,Exercise Science,10,1
2554,6,F,2013,BBA,Marketing,25,1
2555,3,M,2014,BA,Liberal Studies,10,1
2556,5,F,2014,BBA,Accounting,10,1
2557,1,M,2012,BBA,Finance,100,1
2558,2,F,2012,BBA,Accounting,5,1
2559,1,F,2012,MSW,Social Work,20,1
2560,7,F,2014,BSW,Social Work,5,1
2561,4,F,2014,BA,Criminal Justice,5,1
2562,3,M,2012,MS,Cell and Molecular Biology,50,1
2563,2,F,2014,BS,Comp Sci & Arts for Teaching,2.96,1
2564,3,M,2014,BS,GRO Social Studies,5,1
2565,6,F,2012,BS,Geology,100,1
2566,5,M,2013,BS,Physics,50,1
2567,4,F,2014,BS,Integrated Science,2,1
2568,3,F,2013,BSN,Nursing,110,1
2569,5,M,2013,BS,Biopsychology,25,1
2570,3,M,2013,BS,Theatre,250,1
2571,4,F,2014,BS,Comp Sci & Arts for Teaching,10,1
2572,2,F,2013,BS,Biomedical Sciences,50,1
2573,2,F,2012,BS,Health Professions,20,1
2574,6,F,2013,BS,Occup Safety/Health Management,10,1
2575,3,F,2014,BBA,Management,10,1
2576,6,F,2012,BS,GRO Social Studies,25,1
2577,4,M,2012,BBA,Finance,25,1
2578,2,F,2012,BS,Communication Studies,5,1
2579,7,F,2013,BS,Physical Education,50,1
2580,4,F,2014,BA,Spanish,10,1
2581,5,F,2013,BS,Biomedical Sciences,10,1
2582,4,F,2013,BA,English Language and Lit,7.5,1
2583,2,F,2014,BA,Comp Sci & Arts for Teaching,10,1
2584,3,F,2013,BS,Biology,10,1
2585,4,F,2013,MSW,Social Work,10,1
2586,3,F,2012,BA,Criminal Justice,10,1
2587,11,M,2013,MBA,Business General,50,1
2588,10,M,2012,MBA,Business General,200,1
2589,1,M,2012,MBA,Business General,50,1
2590,1,F,2014,BS,Comp Sci & Arts for Teaching,5,1
2591,2,F,2014,MED,Literacy Studies,3,1
2592,5,M,2013,BS,Mathematics,20,1
2593,5,F,2013,BA,French,10,1
2594,2,F,2013,BS,Photography,10,1
2595,4,M,2014,BA,History,10,1
2596,4,M,2013,BS,Biology,50,1
2597,2,M,2014,BS,Integrated Science,2,1
2598,1,F,2013,BS,Physical Education,15,1
2599,1,M,2013,BBA,Finance,75,1
2600,4,F,2013,BS,Health Professions,25,1
2601,2,M,2014,BS,Exercise Science,5,1
2602,9,M,2013,BBA,Finance,10,1
2603,3,M,2013,BBA,Supply Chain Management,25,1
2604,5,M,2013,BS,Geology,50,1
2605,5,F,2014,BBA,Finance,10,1
2606,3,M,2014,BS,Geography,10,1
2607,7,M,2013,BA,Women & Gender Studies,10,1
2608,5,M,2013,BBA,Finance,85,1
2609,4,F,2013,MSW,Social Work,10,1
2610,1,F,2014,BS,Psychology,4,1
2611,3,F,2013,BA,Writing,15,1
2612,2,F,2014,BS,Biomedical Sciences,5,1
2613,6,F,2013,MSA,Accounting,30,1
2614,3,F,2014,BA,Comp Sci & Arts for Teaching,3,1
2615,1,M,2013,BA,Writing,1,1
2616,1,M,2013,BFA,Studio Art,10,1
2617,4,F,2013,BA,Criminal Justice,10,1
2618,4,M,2013,BBA,Accounting,5,1
2619,2,F,2014,BA,Film and Video,5,1
2620,6,F,2013,BA,Communication Studies,10,1
2621,6,F,2013,BS,Liberal Studies,10,1
2622,6,F,2013,BS,Political Science,10,1
2623,6,F,2013,BA,Writing,10,1
2624,6,F,2014,MS,Biostatistics,34,1
2625,1,F,2014,BS,Statistics,10,1
2626,8,F,2014,BA,Anthropology,50,1
2627,4,M,2013,BS,Psychology,20,1
2628,3,F,2014,BS,Athletic Training,100,1
2629,7,M,2014,BS,Information Systems,10,1
2630,1,F,2014,BS,Exercise Science,10,1
2631,3,M,2014,MSA,Accounting,25,1
2632,5,M,2014,BA,Communication Studies,3,1
2633,3,F,2014,MSW,Social Work,2,1
2634,6,F,2014,BS,Biomedical Sciences,10,1
2635,13,M,2013,MST,Taxation,50,1
2636,2,F,2013,MED,Higher Education,50,1
2637,2,F,2013,BA,Women & Gender Studies,30,1
2638,3,M,2013,BBA,Marketing,4,1
2639,5,F,2013,BS,Psychology,5,1
2640,2,F,2013,BS,History,45,1
2641,3,F,2013,BS,Biomedical Sciences,25,1
2642,5,F,2013,BS,Public and Nonprofit Admin,25,1
2643,2,F,2013,BS,Psychology,25,1
2644,2,F,2013,BS,Public and Nonprofit Admin,5,1
2645,6,F,2014,BS,Public and Nonprofit Admin,25,1
2646,6,F,2014,BS,Political Science,4,1
2647,5,F,2014,BS,Biomedical Sciences,25,1
2648,3,F,2013,BS,Communication Studies,25,1
2649,5,F,2013,BA,Psychology,25,1
2650,4,F,2014,BSW,Social Work,50,1
2651,8,M,2014,BBA,Management,25,1
2652,4,F,2014,BA,Spanish,25,1
2653,3,F,2013,BA,International Relations,25,1
2654,3,M,2013,BA,International Relations,25,1
2655,4,F,2013,BA,International Relations,25,1
2656,4,F,2014,BA,Broadcasting,25,1
2657,2,F,2013,BBA,Management,150,1
2658,1,M,2013,BBA,Accounting,85,1
2659,1,M,2013,BBA,Finance,85,1
2660,3,F,2014,BS,Allied Health Sciences,150,1
2661,2,F,2014,BS,Biomedical Sciences,5,1
2662,2,M,2014,BS,Computer Science,20,1
2663,2,F,2014,BS,Liberal Studies,2,1
2664,1,M,2014,BS,Chemistry,5,1
2665,1,M,2013,BS,Communication Studies,10,1
2666,2,M,2014,BBA,Management,1,1
2667,1,F,2013,BBA,Finance,10,1
2668,1,M,2013,BS,Biomedical Sciences,10,1
2669,6,F,2014,BS,Communication Studies,10,1
2670,4,F,2014,BSW,Social Work,10,1
2671,1,M,2014,BS,Film and Video,2,1
2672,2,F,2014,BA,Hospitality Tourism Mgt,1,1
2673,1,M,2014,BS,Criminal Justice,1,1
2674,2,F,2014,BA,Hospitality Tourism Mgt,10,1
2675,1,F,2013,BS,Psychology,10,1
2676,3,F,2014,BS,GRO Social Studies,1,1
2677,1,M,2013,BS,Computer Science,10,1
2678,3,F,2014,BS,Exercise Science,3,1
2679,1,F,2014,BA,Communication Studies,20,1
2680,1,F,2013,BA,Advertising & Public Relations,5,1
2681,5,F,2014,BSW,Social Work,10,1
2682,4,F,2013,BS,Psychology,5,1
2683,3,M,2013,BBA,Accounting,10,1
2684,2,M,2013,BS,Allied Health Sciences,25,1
2685,2,M,2014,BS,GRO Social Studies,10,1
2686,2,F,2014,BS,Exercise Science,5,1
2687,2,F,2013,BS,Biology,10,1
2688,1,M,2013,BS,Physical Education,5,1
2689,3,F,2014,BBA,International Business,8,1
2690,4,M,2014,BSE,Mechanical Engineering,10,1
2691,3,M,2014,BS,Exercise Science,5,1
2692,1,F,2013,BA,Photography,1,1
2693,2,F,2014,BA,Legal Studies,5,1
2694,1,M,2013,BS,Psychology,5,1
2695,2,F,2013,BS,Natural Resource Management,10,1
2696,3,F,2014,BS,Anthropology,5,1
2697,5,F,2014,BA,GRO Social Studies,2,1
2698,1,M,2013,BS,Occupational Safety/Health Mgt,5,1
2699,1,F,2013,BS,Allied Health Sciences,10,1
2700,2,F,2014,BA,Hospitality Tourism Mgt,5,1
2701,5,F,2014,BS,Information Systems,10,1
2702,1,F,2013,BA,Writing,10,1
2703,2,F,2014,BS,Exercise Science,1,1
2704,1,F,2013,BA,Psychology,5,1
2705,2,F,2014,BA,English Language and Lit,2,1
2706,1,M,2014,BBA,Marketing,2,1
2707,7,M,2014,BS,Biomedical Sciences,10,1
2708,2,M,2014,BBA,Supply Chain Management,10,1
2709,1,F,2014,BS,Broadcasting,1.5,1
2710,1,F,2013,BFA,Studio Art,10,1
2711,4,F,2013,BBA,Management,25,1
2712,1,F,2013,BA,International Relations,2,1
2713,3,F,2013,BA,Art History,10,1
2714,1,M,2013,BBA,Accounting,10,1
2715,1,F,2013,BBA,Finance,10,1
2716,1,M,2013,BBA,Marketing,10,1
2717,1,M,2013,BS,Criminal Justice,10,1
2718,1,M,2013,BA,Film and Video,10,1
2719,2,F,2013,BS,Studio Art,10,1
2720,2,M,2014,BBA,Accounting,10,1
2721,1,F,2013,BS,Liberal Studies,10,1
2722,5,F,2014,BS,Allied Health Sciences,10,1
2723,3,M,2013,BS,Criminal Justice,20,1
2724,4,M,2013,BBA,Accounting,10,1
2725,3,F,2013,BA,English Language and Literature,10,1
2726,1,F,2014,MED,Higher Education,5,1
2727,3,F,2014,BS,Communication Studies,250,1
2728,5,F,2014,BSW,Social Work,3,1
2729,3,F,2014,BS,History,10,1
2730,6,M,2014,BBA,Business General,10,1
2731,6,F,2014,BS,Public and Nonprofit Admin,10,1
2732,4,M,2014,BBA,Marketing,3,1
2733,5,M,2014,BBA,Management,1,1
2734,2,F,2014,BS,Hospitality Tourism Mgt,5,1
2735,2,M,2014,BS,Allied Health Sciences,10,1
2736,4,F,2014,BS,Allied Health Sciences,5,1
2737,4,M,2014,BBA,Accounting,4,1
2738,4,F,2014,BS,Diagnostic Medical Sonography,20,1
2739,1,F,2014,BBA,Management,5,1
2740,2,M,2014,BBA,Finance,20,1
2741,8,F,2014,BA,Advertising & Public Relations,5,1
2742,3,F,2014,BSW,Social Work,2,1
2743,3,F,2014,BS,Therapeutic Recreation,2.49,1
2744,3,M,2014,BS,Exercise Science,10,1
2745,2,M,2014,BS,Exercise Science,1,1
2746,3,F,2014,BS,Biology,1,1
2747,3,M,2014,BBA,Supply Chain Management,2,1
2748,2,M,2014,BFA,Studio Art,10,1
2749,5,F,2014,BA,Communication Studies,5,1
2750,2,F,2014,BS,Communication Studies,0.29,1
2751,5,F,2014,BS,Advertising & Public Relations,10,1
2752,2,F,2014,BS,Biomedical Sciences,5,1
2753,3,F,2014,BSW,Social Work,5,1
2754,3,M,2014,BS,Computer Science,10,1
2755,4,M,2014,BS,Criminal Justice,2,1
2756,4,F,2014,BS,Film and Video,1,1
2757,2,M,2014,BS,Computer Science,10,1
2758,2,F,2014,BA,Classical Tradition,10,1
2759,6,F,2014,BS,Psychology,2,1
2760,4,F,2014,BA,International Relations,1,1
2761,1,F,2014,BS,Psychology,5,1
2762,5,F,2014,BS,Advertising & Public Relations,1,1
2763,5,F,2014,BS,Public and Nonprofit Admin,10,1
2764,2,F,2014,BS,Biomedical Sciences,10,1
2765,1,F,2014,BS,Criminal Justice,5,1
2766,2,F,2014,BS,History,5,1
2767,6,M,2014,BS,Liberal Studies,25,1
2768,1,F,2014,BS,Communication Studies,1,1
2769,7,F,2014,BBA,Management,10,1
2770,2,M,2014,BBA,Marketing,2,1
2771,5,M,2014,MED,Higher Education,25,1
2772,3,F,2014,BSN,Nursing - RN,10,1
2773,6,M,2014,MSW,Social Work,5,1
2774,2,F,2014,MED,Educational Leadership,10,1
2775,2,M,2014,BSW,Social Work,5,1
2776,4,M,2014,BBA,Business Economics,10,1
2777,1,F,2014,MPA,Public Administration,2,1
2778,3,F,2014,BA,Liberal Studies,10,1
2779,2,F,2014,BA,Liberal Studies,10,1
2780,5,M,2014,BS,Physical Education,5,1
2781,4,F,2014,MSW,Social Work,15,1
2782,2,F,2014,BBA,Accounting,5,1
2783,3,M,2014,BS,Hospitality Tourism Mgt,50,1
2784,2,F,2014,BSN,Nursing - RN,10,1
2785,6,F,2014,MED,Higher Education,5,1
2786,3,M,2014,BS,Psychology,10,1
2787,3,F,2014,BS,Therapeutic Recreation,0.57,1
2788,3,F,2014,BS,Psychology,5,1
2789,1,M,2014,BSW,Social Work,10,1
2790,8,F,2014,BA,Criminal Justice,1,1
2791,4,F,2014,BBA,Accounting,5,1
2792,2,F,2014,BS,Psychology,10,1
2793,4,M,2014,BBA,Finance,30,1
2794,2,F,2014,BS,Radiologic & Imaging Sciences,1.75,1
2795,3,F,2014,BS,Advertising & Public Relations,10,1
2796,2,M,2014,BS,Biomedical Sciences,10,1
2797,2,F,2014,BS,Biology,5,1
2798,3,M,2014,BBA,Management,100,1
2799,2,F,2014,BS,Hospitality Tourism Mgt,10,1
2800,2,F,2014,BS,Medical Laboratory Science,1,1
2801,1,M,2014,BS,Biomedical Sciences,1,1
2802,2,F,2014,BS,Biology,5,1
2803,2,F,2014,BS,Biomedical Sciences,1,1
2804,4,F,2014,BSW,Social Work,1,1
2805,5,M,2014,BS,Mathematics,1,1
2806,2,M,2014,BS,Biomedical Sciences,5,1
2807,2,F,2014,BSW,Social Work,1,1
2808,3,M,2014,BS,Criminal Justice,0.27,1
2809,2,F,2014,BSW,Social Work,5,1
2810,6,F,2014,BS,Psychology,10,1
2811,2,M,2014,BS,Computer Science,10,1
2812,2,F,2014,BS,Allied Health Sciences,1,1
2813,5,M,2014,BBA,Management,5,1
2814,2,F,2014,BS,Allied Health Sciences,10,1
2815,2,F,2014,BBA,Accounting,10,1
2816,3,F,2014,BS,Biomedical Sciences,10,1
2817,3,F,2014,BS,Legal Studies,10,1
2818,2,F,2014,BS,Criminal Justice,20,1
2819,2,F,2014,BA,Public and Nonprofit Admin,1,1
2820,4,F,2014,BS,Biomedical Sciences,1,1
2821,5,M,2014,BS,Information Systems,10,1
2822,3,F,2014,BS,Advertising & Public Relations,10,1
2823,3,M,2014,BS,Political Science,10,1
2824,4,F,2014,BS,Public and Nonprofit Admin,10,1
2825,3,F,2014,BS,Allied Health Sciences,1,1
2826,2,F,2014,BA,Psychology,1,1
2827,2,F,2014,BSW,Social Work,10,1
2828,3,F,2014,BS,Allied Health Sciences,2,1
2829,2,M,2014,BA,Music,20,1
2830,4,F,2014,BS,Public and Nonprofit Admin,10,1
2831,2,F,2014,BS,Allied Health Sciences,3,1
2832,2,M,2014,BS,Advertising & Public Relations,5,1
2833,3,F,2014,BS,Allied Health Sciences,10,1
2834,2,F,2014,BA,Psychology,5,1
2835,5,M,2014,BA,English Language and Literature,5,1
2836,2,F,2014,BS,Communication Studies,2,1
2837,4,F,2014,BBA,Marketing,1,1
2838,3,F,2014,BS,Allied Health Sciences,10,1
2839,3,M,2014,BS,Cell and Molecular Biology,1,1
2840,3,M,2014,BA,International Relations,0.5,1
2841,3,F,2014,BS,Advertising & Public Relations,10,1
2842,2,M,2014,BSW,Social Work,10,1
2843,4,F,2014,BA,Communication Studies,10,1
2844,4,F,2014,BA,Psychology,10,1
2845,4,F,2014,BS,Exercise Science,10,1
2846,2,M,2014,BBA,Finance,3,1
2847,2,F,2014,BS,Exercise Science,5,1
2848,3,F,2014,BBA,Management,3,1
2849,4,F,2014,BS,Advertising & Public Relations,10,1
2850,1,M,2014,DPT,Physical Therapy,2,1
2851,2,M,2014,BA,Criminal Justice,5,1
2852,4,M,2014,BS,Communication Studies,3,1
2853,2,F,2014,DPT,Physical Therapy,1,1
2854,4,M,2014,BS,Hospitality Tourism Mgt,5,1
2855,3,F,2014,BA,Economics,1,1
2856,4,F,2014,BS,Communication Studies,1,1
2857,3,F,2014,BSW,Social Work,5,1
2858,2,M,2014,BS,Hospitality Tourism Mgt,5,1
2859,6,M,2014,BS,Physical Education,20,1
2860,2,M,2014,MS,Cell and Molecular Biology,10,1
2861,2,M,2014,BBA,Management,1,1
2862,4,M,2014,BS,Allied Health Sciences,5,1
2863,3,M,2014,BS,Advertising & Public Relations,1,1
2864,2,F,2014,BS,Biomedical Sciences,6,1
2865,4,F,2014,BSW,Social Work,10,1
2866,2,F,2014,BSW,Social Work,2,1
2867,2,M,2014,MS,Cell and Molecular Biology,3,1
2868,2,F,2014,BS,Medical Laboratory Science,0.5,1
2869,2,M,2014,MSW,Social Work,5,1
2870,1,F,2014,BSW,Social Work,10,1
2871,6,F,2014,MED,Literacy Studies,5,1
2872,2,M,2014,MED,Higher Education,5,1
2873,3,F,2014,BSW,Social Work,3,1
2874,4,M,2014,MSE,Engineering,5,1
2875,3,F,2014,BS,Geography,25,1
2876,2,F,2014,MED,Literacy Studies,5,1
2877,4,F,2014,MED,Literacy Studies,10,1
2878,2,F,2014,BS,GRO Social Studies,2,1
